goods_code,frequency,code_length
235052402,1,9
238580894,1,9
239006699,1,9
240005053,1,9
238590601,1,9
240305051,1,9
240344978,1,9
233112595,1,9
239816782,1,9
236566978,1,9
240673947,1,9
237457257,1,9
239117595,1,9
233916378,1,9
235870870,1,9
240892667,1,9
240276262,1,9
234671220,1,9
238277549,1,9
238960694,1,9
238868059,1,9
239979058,1,9
238204198,1,9
238439664,1,9
236716187,1,9
234424488,1,9
238703091,1,9
239883263,1,9
238262435,1,9
239801392,1,9
233610344,1,9
237907896,1,9
233925460,1,9
237795304,1,9
239303052,1,9
231412471,1,9
239800839,1,9
238703081,1,9
234300745,1,9
239864781,1,9
240947633,1,9
238556686,1,9
238627763,1,9
239971409,1,9
238809893,1,9
237094392,1,9
239776298,1,9
238912956,1,9
238048299,1,9
238985661,1,9
237647027,1,9
238400369,1,9
237093226,1,9
240010000,1,9
238941515,1,9
240973315,1,9
238467448,1,9
238805545,1,9
239878723,1,9
230560132,1,9
234434111,1,9
240179044,1,9
230622530,1,9
238262461,1,9
237102963,1,9
238712023,1,9
234714775,1,9
239968299,1,9
235202338,1,9
239558664,1,9
237762424,1,9
232395242,1,9
239961854,1,9
239941334,1,9
240354204,1,9
238306214,1,9
236799064,1,9
240046021,1,9
238590543,1,9
239082691,1,9
239081949,1,9
238203123,1,9
236644600,1,9
240302929,1,9
238474751,1,9
238481958,1,9
239123041,1,9
239096612,1,9
238904436,1,9
237757042,1,9
236346781,1,9
237458436,1,9
234053005,1,9
236138645,1,9
238454833,1,9
237013351,1,9
238659203,1,9
238702993,1,9
238054667,1,9
239774448,1,9
237653400,1,9
236344426,1,9
236148912,1,9
238928182,1,9
238769520,1,9
236838946,1,9
238286420,1,9
240019521,1,9
239966913,1,9
237514185,1,9
238046654,1,9
239482855,1,9
238306213,1,9
236938411,1,9
231238415,1,9
238753188,1,9
239758299,1,9
238607280,1,9
240255538,1,9
238280330,1,9
238391496,1,9
233859580,1,9
238417907,1,9
238200797,1,9
236644631,1,9
236458521,1,9
238262517,1,9
239119344,1,9
238989246,1,9
239156661,1,9
230722139,1,9
233054849,1,9
236563731,1,9
239988253,1,9
233572327,1,9
234966519,1,9
237013311,1,9
238381665,1,9
240590768,1,9
237079015,1,9
240243842,1,9
234045028,1,9
238046942,1,9
237996480,1,9
238474768,1,9
240302918,1,9
240206452,1,9
237449886,1,9
237013387,1,9
239944679,1,9
234748539,1,9
239338665,1,9
236010749,1,9
232474587,1,9
239760226,1,9
238882026,1,9
238278306,1,9
239877093,1,9
239941230,1,9
239254755,1,9
234710649,1,9
238115752,1,9
238948250,1,9
240927773,1,9
238539175,1,9
231829837,1,9
240176878,1,9
237037782,1,9
238576963,1,9
239761835,1,9
238640081,1,9
237235388,1,9
239122977,1,9
237256796,1,9
238302447,1,9
236823287,1,9
240031252,1,9
236871466,1,9
240029811,1,9
238745478,1,9
238123130,1,9
240003593,1,9
238611325,1,9
239740347,1,9
237743957,1,9
238641828,1,9
231825515,1,9
231721224,1,9
233959732,1,9
231844071,1,9
238393005,1,9
240029946,1,9
238825453,1,9
239280813,1,9
240185259,1,9
238311616,1,9
234045129,1,9
238564061,1,9
234045057,1,9
239773479,1,9
238016064,1,9
239901724,1,9
238750406,1,9
238911520,1,9
237719898,1,9
238611078,1,9
238548322,1,9
238494742,1,9
238954120,1,9
239889207,1,9
240064228,1,9
240072978,1,9
238879806,1,9
233706679,1,9
238607364,1,9
239741705,1,9
240378125,1,9
238088754,1,9
232208371,1,9
240286506,1,9
237453348,1,9
238452523,1,9
238890934,1,9
232764326,1,9
237986913,1,9
237067793,1,9
230450702,1,9
236553415,1,9
239622879,1,9
238552860,1,9
238204246,1,9
238267846,1,9
236856329,1,9
237244159,1,9
238914258,1,9
238084890,1,9
238943536,1,9
237921065,1,9
237795326,1,9
238274144,1,9
237266150,1,9
234605157,1,9
238403512,1,9
238370936,1,9
233646693,1,9
239974239,1,9
239769512,1,9
237013320,1,9
239817948,1,9
233133418,1,9
239797500,1,9
237078531,1,9
238450346,1,9
240380974,1,9
239482751,1,9
230869835,1,9
238214139,1,9
237808604,1,9
233706704,1,9
237997381,1,9
239944664,1,9
239081728,1,9
231802880,1,9
241114389,1,9
238886519,1,9
238088747,1,9
237189824,1,9
238710430,1,9
240984660,1,9
239819565,1,9
236895675,1,9
239874810,1,9
239967395,1,9
240801340,1,9
239797737,1,9
240800270,1,9
238631043,1,9
237094350,1,9
240046015,1,9
240082737,1,9
239526708,1,9
239077205,1,9
234472724,1,9
240302780,1,9
238120881,1,9
240847082,1,9
231622531,1,9
237972466,1,9
238106284,1,9
238610343,1,9
238839867,1,9
240078446,1,9
237311709,1,9
240530686,1,9
239998181,1,9
240271176,1,9
236895583,1,9
238107580,1,9
239742830,1,9
239924121,1,9
238912058,1,9
230586697,1,9
238655560,1,9
235957452,1,9
238393009,1,9
237757015,1,9
236686951,1,9
235190502,1,9
238699636,1,9
238597285,1,9
239948270,1,9
237184620,1,9
237653432,1,9
236944823,1,9
237464222,1,9
237166914,1,9
238926007,1,9
238972367,1,9
238070759,1,9
238685555,1,9
238586253,1,9
236446312,1,9
240097401,1,9
238271171,1,9
236288310,1,9
231237929,1,9
238491840,1,9
238893766,1,9
238607187,1,9
238046671,1,9
238643892,1,9
238551245,1,9
236563705,1,9
235942607,1,9
238418510,1,9
237337441,1,9
236286647,1,9
238245675,1,9
237728442,1,9
238931670,1,9
236944828,1,9
237598054,1,9
237780059,1,9
238947327,1,9
239081755,1,9
238771971,1,9
234900320,1,9
237876855,1,9
237952855,1,9
239783152,1,9
237647030,1,9
234499423,1,9
239174794,1,9
233931725,1,9
238292759,1,9
237910624,1,9
239396934,1,9
239019047,1,9
238455579,1,9
231765514,1,9
236838903,1,9
239123362,1,9
240067449,1,9
238534018,1,9
240384663,1,9
231452281,1,9
238212809,1,9
236804691,1,9
238932534,1,9
233784337,1,9
240039329,1,9
239753251,1,9
240271980,1,9
232272854,1,9
236679186,1,9
240375026,1,9
237524444,1,9
240331190,1,9
237281192,1,9
240584782,1,9
240015592,1,9
238228042,1,9
238882104,1,9
240328393,1,9
237140394,1,9
238880389,1,9
238291301,1,9
238909876,1,9
236895676,1,9
231478342,1,9
239905107,1,9
238021187,1,9
240076697,1,9
238919146,1,9
236836876,1,9
240612985,1,9
238574594,1,9
231482399,1,9
234656337,1,9
238839876,1,9
238360804,1,9
237505003,1,9
239081580,1,9
238368885,1,9
239944913,1,9
241000048,1,9
240031015,1,9
238607196,1,9
235920314,1,9
240000169,1,9
236610040,1,9
238377279,1,9
238000100,1,9
237230015,1,9
239981180,1,9
234045025,1,9
237257166,1,9
237070884,1,9
238585180,1,9
238291758,1,9
236402669,1,9
234658477,1,9
237344430,1,9
238376490,1,9
238869468,1,9
239763395,1,9
238280062,1,9
238042091,1,9
237034223,1,9
238924463,1,9
238620621,1,9
238815897,1,9
238433726,1,9
234562639,1,9
237597915,1,9
238329626,1,9
235942433,1,9
238258074,1,9
239508676,1,9
238944796,1,9
238368587,1,9
238964294,1,9
238464297,1,9
238607827,1,9
238758384,1,9
233570878,1,9
238135701,1,9
237795289,1,9
233734443,1,9
238912057,1,9
238479799,1,9
230865492,1,9
238200216,1,9
238021903,1,9
238304023,1,9
240288284,1,9
236733390,1,9
238420098,1,9
238911532,1,9
236410890,1,9
237795300,1,9
238674725,1,9
234363290,1,9
239086908,1,9
238140477,1,9
238961932,1,9
238990339,1,9
238329592,1,9
240362836,1,9
240256484,1,9
238455574,1,9
240355409,1,9
239753232,1,9
240400662,1,9
237996307,1,9
238906324,1,9
238704509,1,9
234553081,1,9
237653422,1,9
234090961,1,9
236812660,1,9
238433636,1,9
238927735,1,9
240662686,1,9
239820106,1,9
238665886,1,9
238179530,1,9
231237901,1,9
237553894,1,9
238295008,1,9
238938889,1,9
237428568,1,9
238901847,1,9
238529967,1,9
238680151,1,9
239937953,1,9
233748851,1,9
238587089,1,9
240013567,1,9
238298008,1,9
238797522,1,9
234045052,1,9
240158323,1,9
234558679,1,9
240947632,1,9
234823077,1,9
239793276,1,9
240013387,1,9
238524168,1,9
238539107,1,9
236716279,1,9
240043577,1,9
239502832,1,9
239874804,1,9
237231802,1,9
231659350,1,9
236887992,1,9
238874476,1,9
238443685,1,9
237643365,1,9
236695102,1,9
240796050,1,9
238716010,1,9
237619999,1,9
238534068,1,9
240061806,1,9
237189716,1,9
238211727,1,9
231478413,1,9
239944301,1,9
238963677,1,9
239884135,1,9
236364580,1,9
237661993,1,9
236648141,1,9
239901983,1,9
237831939,1,9
240470694,1,9
231034610,1,9
238321933,1,9
240075808,1,9
237426449,1,9
238923812,1,9
240038318,1,9
237148494,1,9
238359436,1,9
234648519,1,9
239968556,1,9
238380620,1,9
240913609,1,9
237458191,1,9
236546876,1,9
236917936,1,9
238302362,1,9
240029422,1,9
238308064,1,9
239790708,1,9
230722140,1,9
238665836,1,9
239508683,1,9
237808659,1,9
232484424,1,9
238875820,1,9
240383397,1,9
238070623,1,9
237731648,1,9
238957553,1,9
238262402,1,9
238753187,1,9
240300575,1,9
231237853,1,9
238607165,1,9
239970699,1,9
239468660,1,9
237783173,1,9
237823226,1,9
239884164,1,9
236206454,1,9
239929966,1,9
238045464,1,9
239714731,1,9
230525364,1,9
240339592,1,9
240100894,1,9
239819561,1,9
238268745,1,9
239802764,1,9
238291295,1,9
238709630,1,9
231958593,1,9
239993427,1,9
239097134,1,9
236624992,1,9
240043916,1,9
238980678,1,9
237515487,1,9
238004618,1,9
234794346,1,9
239802143,1,9
238491847,1,9
239029636,1,9
239143091,1,9
237984222,1,9
234345348,1,9
239882787,1,9
238759625,1,9
234255466,1,9
236092441,1,9
238723928,1,9
237991865,1,9
238042135,1,9
237493817,1,9
239797619,1,9
238889148,1,9
233062920,1,9
237228782,1,9
238627766,1,9
238626694,1,9
237128566,1,9
238660129,1,9
237819654,1,9
238278108,1,9
240276285,1,9
238996679,1,9
240103090,1,9
237476810,1,9
240224355,1,9
238442062,1,9
239802067,1,9
238323018,1,9
238709633,1,9
233748844,1,9
237480025,1,9
237897740,1,9
240331167,1,9
237791236,1,9
237421425,1,9
238773672,1,9
239995756,1,9
238699638,1,9
240261167,1,9
238643192,1,9
237470316,1,9
237449826,1,9
240361574,1,9
238632586,1,9
238361446,1,9
238508563,1,9
240271980,1,9
240029703,1,9
238513737,1,9
238901848,1,9
238585139,1,9
234393373,1,9
235958462,1,9
238708119,1,9
239086902,1,9
239805415,1,9
237743526,1,9
237976184,1,9
240355338,1,9
237041308,1,9
238071013,1,9
238723486,1,9
233528368,1,9
234164527,1,9
238709866,1,9
239158766,1,9
233939855,1,9
238223450,1,9
238471063,1,9
240927767,1,9
237870872,1,9
239013710,1,9
235972328,1,9
238954027,1,9
237202442,1,9
239847477,1,9
238912485,1,9
237752567,1,9
237575864,1,9
237477879,1,9
240791377,1,9
237773206,1,9
236094315,1,9
237376329,1,9
239027237,1,9
238563702,1,9
240103089,1,9
233880034,1,9
236604334,1,9
238064016,1,9
240019632,1,9
238019818,1,9
238631002,1,9
240275143,1,9
240043580,1,9
238741681,1,9
233896629,1,9
240023605,1,9
237202307,1,9
237283908,1,9
238912862,1,9
239117589,1,9
238757591,1,9
238959079,1,9
237070726,1,9
238278303,1,9
237364318,1,9
238637502,1,9
238060995,1,9
237736320,1,9
238094434,1,9
239119445,1,9
238344170,1,9
239081615,1,9
239773255,1,9
238837691,1,9
237782489,1,9
239096605,1,9
236646863,1,9
233952472,1,9
237364320,1,9
237666374,1,9
239970296,1,9
238785510,1,9
237084572,1,9
239801406,1,9
238125192,1,9
231412857,1,9
238200215,1,9
230958750,1,9
240043885,1,9
238342940,1,9
239873684,1,9
238036071,1,9
239971420,1,9
238140429,1,9
238539852,1,9
237674053,1,9
237697700,1,9
240361575,1,9
238949555,1,9
239781247,1,9
238815677,1,9
233725409,1,9
240027503,1,9
238595065,1,9
240045998,1,9
240316455,1,9
239081567,1,9
238068606,1,9
238566669,1,9
237653363,1,9
240083966,1,9
237534335,1,9
238480290,1,9
239817406,1,9
235802334,1,9
238170802,1,9
234694551,1,9
240058988,1,9
240095108,1,9
240255534,1,9
240108901,1,9
238751582,1,9
237992834,1,9
238391493,1,9
237049655,1,9
236510714,1,9
234558641,1,9
240210150,1,9
231161428,1,9
239944962,1,9
239939030,1,9
239808602,1,9
234142489,1,9
237726678,1,9
237721297,1,9
234748565,1,9
237653308,1,9
238805552,1,9
237962157,1,9
238539821,1,9
234116150,1,9
239929854,1,9
238750561,1,9
239082689,1,9
239944968,1,9
240359789,1,9
238566479,1,9
240316152,1,9
238944758,1,9
240603160,1,9
239758304,1,9
237609215,1,9
237948451,1,9
236994250,1,9
238401472,1,9
231699741,1,9
237377403,1,9
240250557,1,9
239198677,1,9
238288272,1,9
238479481,1,9
237699516,1,9
237736410,1,9
234041391,1,9
238105982,1,9
237845530,1,9
239944667,1,9
230824902,1,9
240387022,1,9
237516236,1,9
239944920,1,9
237072526,1,9
239819562,1,9
231821795,1,9
240231011,1,9
238447883,1,9
240096600,1,9
238135932,1,9
239147359,1,9
238386261,1,9
238694039,1,9
237231304,1,9
240277800,1,9
238274116,1,9
231475204,1,9
239753240,1,9
238274210,1,9
236754127,1,9
238481235,1,9
240641551,1,9
239783140,1,9
238048489,1,9
238055508,1,9
238936232,1,9
238155587,1,9
237202422,1,9
237728446,1,9
239021462,1,9
238611074,1,9
240277922,1,9
238909799,1,9
238039165,1,9
237449847,1,9
237808621,1,9
238607179,1,9
238539851,1,9
240480675,1,9
238585242,1,9
240263711,1,9
236410780,1,9
240040213,1,9
238610348,1,9
238930403,1,9
238949020,1,9
238494739,1,9
240034806,1,9
238538988,1,9
239980987,1,9
237808652,1,9
238077878,1,9
238417523,1,9
239147891,1,9
238942722,1,9
238463683,1,9
238662418,1,9
236446361,1,9
238731594,1,9
238895605,1,9
239974217,1,9
239794664,1,9
239030959,1,9
238552140,1,9
240620624,1,9
239526716,1,9
237676294,1,9
238557194,1,9
238705869,1,9
230636548,1,9
238192869,1,9
238757572,1,9
237094618,1,9
236550321,1,9
240367076,1,9
237534311,1,9
239904199,1,9
234090889,1,9
235957477,1,9
237458084,1,9
240633090,1,9
238417524,1,9
240228449,1,9
231622532,1,9
238877819,1,9
231958603,1,9
237971458,1,9
238610043,1,9
232367477,1,9
240610680,1,9
231495857,1,9
238306149,1,9
238275817,1,9
239797758,1,9
238389384,1,9
237266222,1,9
240008111,1,9
238643891,1,9
239354662,1,9
238351072,1,9
237464126,1,9
240027501,1,9
240261383,1,9
231647906,1,9
237464207,1,9
236346783,1,9
234269403,1,9
237735968,1,9
231507285,1,9
238401922,1,9
237756499,1,9
238444195,1,9
231002670,1,9
236812613,1,9
237968650,1,9
237808713,1,9
239943582,1,9
238949562,1,9
233062928,1,9
231958668,1,9
236798938,1,9
231433001,1,9
237098597,1,9
238491842,1,9
239110723,1,9
233972479,1,9
239944946,1,9
240381179,1,9
238541780,1,9
238070611,1,9
231153068,1,9
237848730,1,9
239097093,1,9
238054352,1,9
240039346,1,9
240640830,1,9
232474589,1,9
240602703,1,9
238235247,1,9
237876908,1,9
238151441,1,9
237266224,1,9
236010505,1,9
230576215,1,9
238531184,1,9
238612932,1,9
236510719,1,9
237959210,1,9
238414452,1,9
239852611,1,9
237181468,1,9
238199441,1,9
236895597,1,9
234670371,1,9
240015566,1,9
233062986,1,9
240343469,1,9
238415430,1,9
238954074,1,9
240651155,1,9
233376499,1,9
238265690,1,9
238945850,1,9
238322685,1,9
238036087,1,9
237447173,1,9
238329625,1,9
238534376,1,9
239904210,1,9
237984278,1,9
238024604,1,9
237447322,1,9
238574494,1,9
231482402,1,9
237647087,1,9
238338901,1,9
239305558,1,9
238253573,1,9
240369987,1,9
238306226,1,9
230954588,1,9
239360680,1,9
234388069,1,9
237653463,1,9
234355265,1,9
237170600,1,9
234156808,1,9
238282711,1,9
230448449,1,9
239142913,1,9
238949560,1,9
240673940,1,9
237795305,1,9
239753671,1,9
238605450,1,9
238712027,1,9
239981738,1,9
239797148,1,9
238329574,1,9
238996967,1,9
238533854,1,9
239508665,1,9
239900999,1,9
239232753,1,9
240157875,1,9
233570854,1,9
237756581,1,9
238521667,1,9
238811442,1,9
239100910,1,9
230207677,1,9
239946555,1,9
238887103,1,9
240121671,1,9
239816773,1,9
240343489,1,9
238967222,1,9
240045633,1,9
239068522,1,9
234652478,1,9
239156665,1,9
237614788,1,9
240117057,1,9
240277742,1,9
239779250,1,9
237674033,1,9
237743970,1,9
231700381,1,9
237094416,1,9
238520644,1,9
239714675,1,9
239398662,1,9
238609441,1,9
238680154,1,9
239907504,1,9
240218437,1,9
232208402,1,9
238077869,1,9
238021802,1,9
237989278,1,9
238805468,1,9
239714676,1,9
236731608,1,9
236559155,1,9
238933266,1,9
230418208,1,9
239884148,1,9
238162024,1,9
237154591,1,9
236286627,1,9
237661994,1,9
238030779,1,9
237831945,1,9
238472685,1,9
238585643,1,9
240851008,1,9
239819573,1,9
238308065,1,9
236410795,1,9
238758389,1,9
237995913,1,9
238070617,1,9
238152492,1,9
237719226,1,9
238233815,1,9
236679242,1,9
238388202,1,9
240278718,1,9
239396852,1,9
237509922,1,9
238321932,1,9
238933294,1,9
238868028,1,9
234381036,1,9
233488392,1,9
239941164,1,9
238233797,1,9
238927543,1,9
237965795,1,9
237808676,1,9
240162748,1,9
239274758,1,9
238551765,1,9
238470215,1,9
238911176,1,9
233897585,1,9
240007455,1,9
237563667,1,9
239198678,1,9
238327714,1,9
236944830,1,9
232456904,1,9
238012339,1,9
237474190,1,9
238645190,1,9
238055911,1,9
239797617,1,9
230955043,1,9
239807698,1,9
238564354,1,9
238091643,1,9
237764353,1,9
239993408,1,9
239797149,1,9
240164875,1,9
237534339,1,9
231958721,1,9
239096574,1,9
239008909,1,9
238580878,1,9
238959080,1,9
236458375,1,9
240064682,1,9
240045635,1,9
237705702,1,9
232150328,1,9
240256641,1,9
238418146,1,9
238298289,1,9
240818244,1,9
238521768,1,9
237464201,1,9
239622901,1,9
239714661,1,9
239805414,1,9
238539112,1,9
238585085,1,9
238904495,1,9
238417524,1,9
238588727,1,9
237754889,1,9
237791207,1,9
240562866,1,9
239988717,1,9
230663964,1,9
239943214,1,9
238607168,1,9
233062945,1,9
240186988,1,9
238563705,1,9
240102513,1,9
238308056,1,9
238685588,1,9
239987420,1,9
239083002,1,9
238584640,1,9
238033644,1,9
240201639,1,9
237808680,1,9
235722315,1,9
237608632,1,9
238930285,1,9
238141640,1,9
234442846,1,9
236895659,1,9
239117591,1,9
238265784,1,9
237647059,1,9
237321099,1,9
238282680,1,9
236978120,1,9
238909735,1,9
238960413,1,9
237501072,1,9
239947280,1,9
238094435,1,9
239119434,1,9
237674018,1,9
237998709,1,9
235642310,1,9
240009926,1,9
239901400,1,9
238303415,1,9
237726721,1,9
235642326,1,9
238420516,1,9
238281039,1,9
239801408,1,9
232197665,1,9
236931802,1,9
240169696,1,9
238379832,1,9
240045982,1,9
239066735,1,9
238534017,1,9
240201232,1,9
234694537,1,9
238152495,1,9
238471399,1,9
238485716,1,9
240043223,1,9
231413138,1,9
239174806,1,9
238924620,1,9
237140406,1,9
240037361,1,9
239033133,1,9
238761383,1,9
238123442,1,9
237324205,1,9
239929857,1,9
239973410,1,9
238513364,1,9
240247210,1,9
240082789,1,9
238970325,1,9
239736897,1,9
231314061,1,9
238521760,1,9
237690069,1,9
237311778,1,9
239973355,1,9
238245445,1,9
240317068,1,9
238668209,1,9
237736415,1,9
237575451,1,9
236477210,1,9
238224637,1,9
239096615,1,9
237653384,1,9
238980949,1,9
236148910,1,9
238298450,1,9
238388134,1,9
238566511,1,9
236799070,1,9
240316132,1,9
237920752,1,9
234156779,1,9
230420036,1,9
238323807,1,9
236695104,1,9
238303788,1,9
238583474,1,9
238588769,1,9
238729445,1,9
231821797,1,9
238953644,1,9
234730944,1,9
239847391,1,9
238927203,1,9
238152207,1,9
232148506,1,9
239019033,1,9
238591114,1,9
238551250,1,9
238610613,1,9
238930402,1,9
238914222,1,9
238368690,1,9
238900309,1,9
239400721,1,9
238497956,1,9
237728561,1,9
238566355,1,9
231946200,1,9
238074050,1,9
238745487,1,9
238733565,1,9
238990342,1,9
238380568,1,9
238594135,1,9
239929847,1,9
240348286,1,9
239944958,1,9
240079925,1,9
237845526,1,9
236149031,1,9
238573151,1,9
235942475,1,9
238585226,1,9
238055442,1,9
235942558,1,9
235920297,1,9
238556620,1,9
240367204,1,9
238839888,1,9
237823108,1,9
238580890,1,9
234964324,1,9
237806828,1,9
236944812,1,9
238308764,1,9
239977581,1,9
240316143,1,9
238759644,1,9
231893481,1,9
239837011,1,9
231801613,1,9
238077861,1,9
238226510,1,9
238942729,1,9
238463687,1,9
240381750,1,9
239826352,1,9
238424016,1,9
240187407,1,9
237390816,1,9
234472732,1,9
238668640,1,9
238894315,1,9
238057464,1,9
238628088,1,9
238459177,1,9
239760223,1,9
239841925,1,9
239773257,1,9
237699516,1,9
239819783,1,9
239973328,1,9
237736568,1,9
239924282,1,9
237766598,1,9
240316453,1,9
239883277,1,9
236895632,1,9
236102818,1,9
237464210,1,9
240393100,1,9
238805549,1,9
234393300,1,9
238610042,1,9
238587007,1,9
240610679,1,9
240252948,1,9
234319688,1,9
238382321,1,9
238869597,1,9
232197718,1,9
238319617,1,9
237653455,1,9
240029464,1,9
238911531,1,9
237905708,1,9
238601136,1,9
238438855,1,9
235976360,1,9
238548334,1,9
237948450,1,9
237903039,1,9
240253889,1,9
238267240,1,9
236021210,1,9
231622049,1,9
235958663,1,9
233062975,1,9
240355348,1,9
239878010,1,9
240356714,1,9
236477191,1,9
238602402,1,9
238424087,1,9
238745536,1,9
239123383,1,9
240067556,1,9
230843343,1,9
237764345,1,9
238211931,1,9
237303067,1,9
236509958,1,9
240343484,1,9
240381191,1,9
240566679,1,9
236633401,1,9
240211711,1,9
238837676,1,9
238573546,1,9
238014739,1,9
237094620,1,9
239846729,1,9
237997361,1,9
240655112,1,9
231483199,1,9
237876797,1,9
240361805,1,9
239482920,1,9
234966624,1,9
232432336,1,9
240010135,1,9
238606129,1,9
238786424,1,9
238513289,1,9
239837089,1,9
239847171,1,9
233610362,1,9
231862281,1,9
238021902,1,9
239802820,1,9
238377179,1,9
238574634,1,9
234344873,1,9
238497993,1,9
237644021,1,9
238524439,1,9
238660185,1,9
238381221,1,9
238329636,1,9
237217950,1,9
240603161,1,9
238521751,1,9
237160837,1,9
240361440,1,9
240927773,1,9
238286402,1,9
240271296,1,9
237013563,1,9
238262518,1,9
238888333,1,9
238911538,1,9
238262483,1,9
236553470,1,9
231684667,1,9
238036070,1,9
237267242,1,9
240344987,1,9
231894248,1,9
239883974,1,9
237808637,1,9
237464167,1,9
239941170,1,9
236695093,1,9
231861064,1,9
238036779,1,9
233882462,1,9
239854852,1,9
238046663,1,9
238276950,1,9
237098346,1,9
238614106,1,9
238012747,1,9
239753826,1,9
238061299,1,9
238911533,1,9
238744816,1,9
238977463,1,9
237395253,1,9
238329609,1,9
237406868,1,9
239994216,1,9
237333356,1,9
238262446,1,9
236820199,1,9
236716185,1,9
237599296,1,9
239073893,1,9
230443622,1,9
238267242,1,9
239967304,1,9
233060115,1,9
238751012,1,9
234142403,1,9
239812145,1,9
233748846,1,9
237822423,1,9
234045059,1,9
237919243,1,9
238070618,1,9
234720368,1,9
237893202,1,9
238805469,1,9
237653318,1,9
240114514,1,9
238851462,1,9
237367945,1,9
239884142,1,9
238311455,1,9
236841093,1,9
236484528,1,9
237652549,1,9
238999076,1,9
238587931,1,9
239819542,1,9
238428924,1,9
239859754,1,9
236410798,1,9
237357308,1,9
233572327,1,9
239022688,1,9
234684097,1,9
236897894,1,9
234778388,1,9
239031023,1,9
238951513,1,9
240108609,1,9
238265456,1,9
238277548,1,9
238811448,1,9
236806043,1,9
238324336,1,9
239941171,1,9
231797281,1,9
234142477,1,9
238945077,1,9
238291789,1,9
238931689,1,9
236742914,1,9
239960813,1,9
239274754,1,9
238551735,1,9
239368763,1,9
237243952,1,9
240212165,1,9
237094400,1,9
238958528,1,9
238573144,1,9
239945011,1,9
238645192,1,9
234794674,1,9
236895540,1,9
238890945,1,9
230955044,1,9
239952524,1,9
238986821,1,9
236510705,1,9
233646713,1,9
234397253,1,9
239999396,1,9
237676292,1,9
239946922,1,9
240562871,1,9
237618424,1,9
238534725,1,9
239962366,1,9
238290464,1,9
240261395,1,9
239966800,1,9
238564054,1,9
239755562,1,9
236760978,1,9
238447922,1,9
233062944,1,9
239198676,1,9
240355382,1,9
238539818,1,9
236695071,1,9
230411080,1,9
238920930,1,9
235446340,1,9
239904598,1,9
239120793,1,9
233586773,1,9
238530909,1,9
238086204,1,9
239502824,1,9
230215084,1,9
234356650,1,9
237471563,1,9
238660099,1,9
237041314,1,9
237655894,1,9
231962328,1,9
240100466,1,9
239984974,1,9
238361449,1,9
236005533,1,9
238566585,1,9
238182586,1,9
238589658,1,9
240316414,1,9
239119436,1,9
238771474,1,9
239229101,1,9
238563703,1,9
238435299,1,9
238262421,1,9
239775659,1,9
240286830,1,9
237610186,1,9
231958766,1,9
238431682,1,9
239422689,1,9
238447934,1,9
240177607,1,9
238521522,1,9
239484677,1,9
238477612,1,9
238944827,1,9
240071996,1,9
238703083,1,9
237351130,1,9
236559216,1,9
240172975,1,9
240829308,1,9
233497097,1,9
238954124,1,9
237770218,1,9
240091749,1,9
238891075,1,9
233050812,1,9
237674030,1,9
238268225,1,9
239760940,1,9
237767941,1,9
238381220,1,9
237816489,1,9
238019732,1,9
238282614,1,9
233544692,1,9
237480403,1,9
231238609,1,9
240277260,1,9
230467230,1,9
239877316,1,9
238699637,1,9
236750803,1,9
237439984,1,9
240152854,1,9
239736902,1,9
233859587,1,9
236887979,1,9
237249585,1,9
237689699,1,9
238938834,1,9
237140401,1,9
238947255,1,9
239797616,1,9
237126886,1,9
237893237,1,9
237992815,1,9
239773270,1,9
237653334,1,9
230850514,1,9
238458333,1,9
239011751,1,9
238233793,1,9
240578784,1,9
238298459,1,9
240126895,1,9
238566665,1,9
240316156,1,9
240126871,1,9
239081626,1,9
239901719,1,9
238123061,1,9
232450572,1,9
236082534,1,9
239997307,1,9
230954596,1,9
237751828,1,9
238277486,1,9
238043201,1,9
231894086,1,9
238909812,1,9
239482902,1,9
238056219,1,9
236578701,1,9
238107033,1,9
238375525,1,9
238281008,1,9
238933296,1,9
239816934,1,9
233816319,1,9
236410808,1,9
237432816,1,9
236799026,1,9
238465199,1,9
237816478,1,9
237311754,1,9
239110678,1,9
241018049,1,9
238675946,1,9
238440267,1,9
238585083,1,9
236604746,1,9
238586346,1,9
238294119,1,9
239044253,1,9
238088275,1,9
236553443,1,9
239966923,1,9
238245630,1,9
237997165,1,9
237903073,1,9
238298195,1,9
236167448,1,9
238262373,1,9
240331166,1,9
238055438,1,9
238149384,1,9
238305756,1,9
240222702,1,9
240919857,1,9
239026810,1,9
238610038,1,9
240174828,1,9
238233798,1,9
238930985,1,9
239873772,1,9
239966911,1,9
238552353,1,9
238570750,1,9
238303410,1,9
238607820,1,9
237202371,1,9
237992492,1,9
233734443,1,9
238946911,1,9
238880596,1,9
237969375,1,9
235897760,1,9
231656526,1,9
236978127,1,9
237194258,1,9
237467293,1,9
237251479,1,9
238959600,1,9
236768122,1,9
239123255,1,9
238554388,1,9
238949568,1,9
238269803.0,1,11
237087914.0,1,11
238534537.0,1,11
240132395.0,1,11
238275964.0,1,11
237808631.0,1,11
236578708.0,1,11
240067717.0,1,11
238478182.0,1,11
239202741,1,9
237557916,1,9
238079690,1,9
236690916,1,9
238066203,1,9
240085780,1,9
234045104,1,9
230949075,1,9
236279145,1,9
240034274,1,9
238070657,1,9
238911548,1,9
239924145.0,1,11
