ID,Nb_of_items,TOTAL_BASKET_VALUE,TOTAL_PRODUCTS,outlier_type
83089,2.0,3147.0,3.0,price
95066,2.0,3824.0,2.0,price
104910,6.0,3074.0,8.0,price
60490,1.0,2599.0,1.0,price
51567,2.0,3848.0,2.0,price
108493,2.0,2679.0,2.0,price
70474,1.0,2599.0,1.0,price
39259,2.0,3219.0,2.0,price
41941,1.0,3499.0,1.0,price
104956,1.0,16699.0,1.0,price
55212,2.0,3698.0,2.0,price
49587,1.0,3900.0,1.0,price
46591,5.0,4445.0,5.0,price
17866,3.0,3024.0,3.0,price
79291,1.0,2599.0,1.0,price
57592,2.0,3399.0,2.0,price
94584,4.0,3116.0,5.0,price
47989,1.0,2599.0,1.0,price
81498,2.0,2679.0,2.0,price
52365,2.0,2847.0,3.0,price
58211,2.0,2610.0,2.0,price
4248,3.0,2749.0,3.0,price
5813,5.0,3664.0,5.0,price
106067,2.0,3884.0,2.0,price
106390,3.0,4757.0,3.0,price
62633,1.0,2599.0,1.0,price
69224,2.0,2824.0,2.0,price
12091,1.0,3299.0,1.0,price
72763,1.0,2999.0,1.0,price
54652,7.0,3027.0,9.0,price
102873,4.0,2677.0,4.0,price
82658,1.0,2599.0,1.0,price
49459,3.0,2639.0,3.0,price
63781,1.0,3749.0,1.0,price
90190,2.0,4098.0,2.0,price
20665,2.0,3219.0,2.0,price
101118,7.0,3112.0,7.0,price
54293,2.0,3498.0,4.0,price
34911,2.0,3739.0,2.0,price
37927,2.0,3348.0,2.0,price
112768,1.0,2899.0,1.0,price
101151,1.0,2889.0,1.0,price
4480,3.0,2598.0,3.0,price
72032,2.0,3019.0,2.0,price
63567,1.0,2999.0,1.0,price
89057,3.0,4178.0,4.0,price
17260,1.0,2699.0,1.0,price
49795,2.0,2798.0,2.0,price
61551,1.0,2599.0,1.0,price
92755,3.0,5044.0,6.0,price
94970,2.0,3598.0,2.0,price
109748,6.0,2726.0,6.0,price
78056,1.0,2799.0,1.0,price
108037,2.0,2634.0,2.0,price
12744,1.0,4799.0,1.0,price
868,2.0,4940.0,3.0,price
102210,2.0,2938.0,2.0,price
6081,3.0,3439.0,3.0,price
72796,2.0,2678.0,2.0,price
15717,3.0,3159.0,3.0,price
47002,2.0,2648.0,2.0,price
96412,2.0,3538.0,2.0,price
104035,3.0,3467.0,3.0,price
96203,1.0,2999.0,1.0,price
46284,3.0,2886.0,3.0,price
21609,1.0,2749.0,1.0,price
19395,1.0,3999.0,1.0,price
112088,2.0,2606.0,2.0,price
106099,2.0,3398.0,2.0,price
45638,3.0,3047.0,3.0,price
87540,1.0,2599.0,1.0,price
75374,1.0,6479.0,1.0,price
75844,1.0,2799.0,1.0,price
26503,2.0,3518.0,2.0,price
92333,2.0,2679.0,2.0,price
73754,2.0,2679.0,2.0,price
66276,2.0,3999.0,2.0,price
19566,1.0,9999.0,1.0,price
22497,1.0,2699.0,1.0,price
64618,5.0,3263.0,5.0,price
86957,2.0,3305.0,3.0,price
42262,1.0,2799.0,1.0,price
40479,1.0,4999.0,1.0,price
94062,1.0,2599.0,1.0,price
106184,2.0,3069.0,2.0,price
87664,3.0,2663.0,5.0,price
36816,7.0,4042.0,8.0,price
86423,3.0,4218.0,5.0,price
50801,1.0,3298.0,2.0,price
102106,2.0,2606.0,2.0,price
38371,4.0,3597.0,4.0,price
108389,2.0,3198.0,2.0,price
111044,2.0,2658.0,2.0,price
86783,2.0,2838.0,2.0,price
87249,1.0,3499.0,1.0,price
54032,1.0,3098.0,2.0,price
10313,7.0,3407.0,7.0,price
98163,1.0,2739.0,1.0,price
60624,1.0,2599.0,1.0,price
108268,2.0,4028.0,2.0,price
20114,1.0,2699.0,1.0,price
22416,2.0,3244.0,2.0,price
24453,1.0,2598.0,2.0,price
88931,4.0,3096.0,4.0,price
45202,3.0,3298.0,3.0,price
42540,1.0,3499.0,1.0,price
84919,1.0,3299.0,1.0,price
62844,2.0,3524.0,2.0,price
112847,4.0,3387.0,4.0,price
5778,2.0,2699.0,2.0,price
101097,4.0,3063.0,4.0,price
58407,1.0,2599.0,1.0,price
38650,6.0,3678.0,6.0,price
56360,1.0,2599.0,1.0,price
64891,1.0,2999.0,1.0,price
82739,4.0,4493.0,4.0,price
51291,4.0,3318.0,4.0,price
113956,5.0,4753.0,8.0,price
7201,2.0,2699.0,2.0,price
77592,2.0,2719.0,2.0,price
77066,3.0,3984.0,3.0,price
45042,3.0,3970.0,3.0,price
67642,3.0,3223.0,3.0,price
15646,2.0,4019.0,2.0,price
73821,2.0,2610.0,2.0,price
95261,2.0,2819.0,2.0,price
113257,2.0,3278.0,2.0,price
40656,2.0,2999.0,2.0,price
31787,3.0,4659.0,3.0,price
55706,3.0,3405.0,3.0,price
68409,1.0,2999.0,1.0,price
38083,6.0,3591.0,9.0,price
103583,2.0,3928.0,2.0,price
21969,2.0,2999.0,2.0,price
98950,4.0,2645.0,4.0,price
80043,1.0,2599.0,1.0,price
66054,2.0,3044.0,2.0,price
60094,3.0,2690.0,3.0,price
63688,2.0,3298.0,2.0,price
17421,1.0,3299.0,1.0,price
13466,17.0,3346.0,22.0,price
81993,1.0,2999.0,1.0,price
55883,1.0,2599.0,1.0,price
7238,3.0,3198.0,5.0,price
38043,2.0,2693.0,7.0,price
89509,3.0,2827.0,3.0,price
26201,1.0,3499.0,1.0,price
40451,1.0,3499.0,1.0,price
113114,3.0,4422.0,3.0,price
67356,1.0,3598.0,2.0,price
4985,2.0,4940.0,3.0,price
42721,1.0,3699.0,1.0,price
100833,2.0,2639.0,2.0,price
28187,1.0,3198.0,2.0,price
15948,2.0,2744.0,2.0,price
77458,2.0,2678.0,2.0,price
95761,1.0,2599.0,1.0,price
64697,3.0,3225.0,45.0,price
65389,2.0,4139.0,2.0,price
89680,2.0,2606.0,2.0,price
9808,2.0,2699.0,2.0,price
16438,2.0,8499.0,2.0,price
96800,1.0,2699.0,1.0,price
35239,5.0,4785.0,5.0,price
99300,1.0,2595.0,1.0,price
40316,2.0,4848.0,2.0,price
44222,2.0,2737.0,2.0,price
3770,4.0,4397.0,4.0,price
68155,1.0,2599.0,1.0,price
64890,2.0,3398.0,4.0,price
51053,4.0,7772.0,4.0,price
89643,4.0,4146.0,4.0,price
81248,5.0,3599.0,6.0,price
113491,1.0,2899.0,1.0,price
33594,1.0,2699.0,1.0,price
397,5.0,4072.0,11.0,price
81335,2.0,3010.0,2.0,price
20671,3.0,2647.0,3.0,price
57549,2.0,2798.0,2.0,price
99493,1.0,2595.0,1.0,price
37616,2.0,3219.0,2.0,price
58888,2.0,3118.0,2.0,price
84193,3.0,2696.0,3.0,price
110527,2.0,2690.0,2.0,price
100547,10.0,3190.0,11.0,price
24612,2.0,3498.0,2.0,price
26388,3.0,2905.0,3.0,price
110847,2.0,2610.0,2.0,price
66063,2.0,4798.0,2.0,price
24840,2.0,2624.0,2.0,price
73552,2.0,2606.0,2.0,price
23423,2.0,2698.0,2.0,price
113982,1.0,2889.0,1.0,price
62578,2.0,3999.0,2.0,price
38890,5.0,2874.0,5.0,price
53993,1.0,2799.0,1.0,price
31475,1.0,3499.0,1.0,price
6277,2.0,2649.0,2.0,price
79386,3.0,3326.0,3.0,price
41164,1.0,2599.0,1.0,price
84120,2.0,3998.0,2.0,price
15304,4.0,3094.0,6.0,price
90165,1.0,2599.0,1.0,price
61942,2.0,2624.0,2.0,price
74235,1.0,2599.0,1.0,price
59806,6.0,3619.0,6.0,price
113619,13.0,3958.0,13.0,price
66616,2.0,3119.0,2.0,price
112157,1.0,2599.0,1.0,price
53058,1.0,2999.0,1.0,price
41419,3.0,3798.0,3.0,price
96756,5.0,2911.0,5.0,price
14359,1.0,2999.0,1.0,price
54825,2.0,6197.0,3.0,price
54161,9.0,3365.0,10.0,price
7151,3.0,2749.0,3.0,price
23427,5.0,3256.0,5.0,price
26744,3.0,2713.0,3.0,price
89650,1.0,2595.0,1.0,price
63442,1.0,3299.0,1.0,price
74313,1.0,2999.0,1.0,price
30521,2.0,2839.0,2.0,price
34208,1.0,2998.0,2.0,price
52034,2.0,4778.0,2.0,price
87881,2.0,2606.0,2.0,price
56768,2.0,2679.0,2.0,price
98375,1.0,3499.0,1.0,price
94000,3.0,2966.0,3.0,price
98129,3.0,3597.0,3.0,price
100212,1.0,2999.0,1.0,price
72301,1.0,3798.0,2.0,price
18140,5.0,3268.0,10.0,price
558,4.0,3484.0,4.0,price
9280,5.0,3605.0,8.0,price
82914,1.0,5489.0,1.0,price
9805,2.0,4199.0,2.0,price
110867,2.0,5205.0,3.0,price
92022,1.0,2599.0,1.0,price
54927,1.0,2999.0,1.0,price
77537,4.0,3946.0,4.0,price
110250,2.0,2739.0,2.0,price
50420,1.0,2749.0,1.0,price
108115,4.0,2714.0,4.0,price
76837,2.0,3248.0,2.0,price
10884,8.0,4345.0,8.0,price
49764,2.0,3511.0,2.0,price
99048,3.0,3159.0,3.0,price
68521,2.0,2999.0,2.0,price
55289,1.0,2999.0,1.0,price
86431,2.0,2797.0,3.0,price
20022,3.0,2810.0,3.0,price
70144,3.0,2585.0,3.0,price
96602,1.0,3196.0,2.0,price
56570,2.0,2606.0,2.0,price
79569,5.0,3152.0,7.0,price
108823,1.0,6298.0,2.0,price
5454,2.0,2999.0,2.0,price
14396,8.0,4121.0,8.0,price
37583,2.0,4597.0,3.0,price
81125,3.0,3372.0,4.0,price
56323,1.0,2599.0,1.0,price
95916,1.0,2999.0,1.0,price
16360,1.0,2999.0,1.0,price
78063,2.0,2606.0,2.0,price
94047,2.0,3019.0,2.0,price
16838,6.0,3403.0,6.0,price
64181,2.0,4593.0,3.0,price
6920,3.0,2599.0,3.0,price
61606,1.0,2799.0,1.0,price
77309,2.0,2679.0,2.0,price
52298,1.0,2749.0,1.0,price
107610,12.0,3091.0,16.0,price
65415,3.0,3284.0,3.0,price
16035,2.0,5898.0,2.0,price
23366,1.0,3598.0,2.0,price
4773,3.0,2699.0,3.0,price
16965,1.0,3499.0,1.0,price
105939,2.0,2668.0,2.0,price
6415,2.0,2999.0,2.0,price
84230,2.0,2628.0,2.0,price
17136,1.0,2799.0,1.0,price
3403,3.0,2698.0,3.0,price
95099,3.0,2682.0,3.0,price
41179,1.0,2999.0,1.0,price
86588,1.0,2599.0,1.0,price
98946,2.0,3669.0,2.0,price
55937,1.0,2599.0,1.0,price
63665,1.0,4099.0,1.0,price
55943,1.0,2599.0,1.0,price
40292,2.0,3019.0,2.0,price
54622,2.0,3098.0,2.0,price
99340,2.0,5069.0,3.0,price
89164,2.0,2718.0,2.0,price
5755,2.0,3499.0,2.0,price
56149,1.0,3499.0,1.0,price
94474,2.0,2606.0,2.0,price
102784,3.0,3025.0,4.0,price
88094,1.0,2699.0,1.0,price
83481,1.0,2999.0,1.0,price
12696,1.0,2899.0,1.0,price
63404,1.0,3299.0,1.0,price
40513,13.0,2731.0,15.0,price
42665,1.0,2749.0,1.0,price
65514,1.0,3099.0,1.0,price
14068,1.0,3999.0,1.0,price
27640,1.0,2999.0,1.0,price
50011,2.0,3624.0,2.0,price
54272,2.0,3998.0,4.0,price
67949,1.0,2599.0,1.0,price
114901,1.0,2899.0,1.0,price
931,1.0,2749.0,1.0,price
9616,2.0,3849.0,2.0,price
46771,6.0,3024.0,6.0,price
85234,2.0,3379.0,2.0,price
78525,1.0,4499.0,1.0,price
105767,9.0,3614.0,9.0,price
115635,2.0,2796.0,4.0,price
41823,2.0,3698.0,2.0,price
114341,2.0,3398.0,2.0,price
39967,3.0,2849.0,5.0,price
73921,1.0,2599.0,1.0,price
102872,4.0,3201.0,6.0,price
39806,7.0,3168.0,9.0,price
105602,3.0,4732.0,4.0,price
108196,1.0,21995.0,1.0,price
66850,2.0,2606.0,2.0,price
16704,4.0,2613.0,4.0,price
94647,5.0,3914.0,6.0,price
7224,3.0,3511.0,3.0,price
28463,2.0,3639.0,2.0,price
96224,2.0,3006.0,2.0,price
12603,3.0,2677.0,3.0,price
59178,2.0,3078.0,2.0,price
64097,1.0,3999.0,1.0,price
41544,2.0,2999.0,2.0,price
1983,2.0,3099.0,2.0,price
107854,6.0,3475.0,7.0,price
97534,7.0,2636.0,7.0,price
64714,1.0,2770.0,2.0,price
101277,2.0,2670.0,2.0,price
80284,2.0,2606.0,2.0,price
39281,1.0,3199.0,1.0,price
10496,2.0,3999.0,2.0,price
87217,1.0,2599.0,1.0,price
95564,2.0,2606.0,2.0,price
51326,1.0,7462.0,1.0,price
6983,2.0,2749.0,2.0,price
29771,1.0,5999.0,1.0,price
82847,1.0,2798.0,1.0,price
94677,2.0,5147.0,3.0,price
86571,1.0,4799.0,1.0,price
10894,3.0,3298.0,3.0,price
104807,2.0,3499.0,2.0,price
19911,6.0,2702.0,6.0,price
13465,17.0,3346.0,22.0,price
40683,2.0,4948.0,2.0,price
104762,12.0,5746.0,56.0,price
14220,14.0,3413.0,15.0,price
112325,4.0,4010.0,4.0,price
37867,1.0,2698.0,2.0,price
4793,2.0,2699.0,2.0,price
74338,2.0,3639.0,2.0,price
63473,4.0,3401.0,4.0,price
72202,3.0,2867.0,3.0,price
72720,1.0,2699.0,1.0,price
17354,3.0,4343.0,3.0,price
82500,1.0,4799.0,1.0,price
37462,4.0,3370.0,4.0,price
52306,1.0,3599.0,1.0,price
83845,2.0,2679.0,2.0,price
19947,2.0,2999.0,2.0,price
16640,2.0,3698.0,2.0,price
9426,2.0,2599.0,2.0,price
115177,4.0,2869.0,9.0,price
96573,3.0,3611.0,3.0,price
103098,4.0,2689.0,5.0,price
15320,1.0,3999.0,1.0,price
35674,2.0,4699.0,2.0,price
75528,2.0,2812.0,2.0,price
66758,2.0,2679.0,2.0,price
75280,1.0,2999.0,1.0,price
102834,3.0,2830.0,3.0,price
77950,5.0,2584.0,5.0,price
65768,1.0,3799.0,1.0,price
28905,1.0,2799.0,1.0,price
31586,2.0,3497.0,3.0,price
34409,15.0,3689.0,29.0,price
11445,3.0,3019.0,3.0,price
56885,3.0,2686.0,3.0,price
92508,1.0,10496.0,1.0,price
3365,2.0,2799.0,2.0,price
111878,1.0,2599.0,1.0,price
63475,3.0,3458.0,3.0,price
50839,2.0,3624.0,2.0,price
109461,38.0,2610.0,25.0,price
37067,1.0,3699.0,1.0,price
44581,4.0,6012.0,4.0,price
8650,3.0,2748.0,3.0,price
101429,3.0,3906.0,4.0,price
95865,1.0,2599.0,1.0,price
24866,1.0,3499.0,1.0,price
91908,2.0,2798.0,2.0,price
17437,2.0,2848.0,2.0,price
40269,3.0,3673.0,3.0,price
49430,2.0,3748.0,2.0,price
30724,2.0,2939.0,2.0,price
7452,3.0,2879.0,3.0,price
86371,1.0,2999.0,1.0,price
36935,1.0,3699.0,1.0,price
37054,2.0,3748.0,2.0,price
92026,1.0,2599.0,1.0,price
94534,4.0,4147.0,4.0,price
31448,1.0,2699.0,1.0,price
42278,24.0,3753.0,30.0,price
84974,1.0,2599.0,1.0,price
105345,1.0,2595.0,1.0,price
60174,1.0,2599.0,1.0,price
39119,1.0,2699.0,1.0,price
91612,1.0,2799.0,1.0,price
62932,3.0,3764.0,3.0,price
65212,1.0,2999.0,1.0,price
109554,1.0,2899.0,1.0,price
67474,1.0,2599.0,1.0,price
38122,1.0,3999.0,1.0,price
30884,5.0,3375.0,5.0,price
110941,2.0,3823.0,3.0,price
83927,2.0,2616.0,2.0,price
98470,1.0,2999.0,1.0,price
58901,3.0,2897.0,3.0,price
58606,3.0,7007.0,3.0,price
59217,1.0,3299.0,1.0,price
113530,2.0,4078.0,2.0,price
84366,3.0,2690.0,3.0,price
7366,3.0,4378.0,5.0,price
108162,1.0,2700.0,1.0,price
60255,4.0,2702.0,4.0,price
66808,3.0,2685.0,3.0,price
9065,3.0,3598.0,5.0,price
6397,3.0,2797.0,3.0,price
49541,6.0,5302.0,6.0,price
90210,3.0,4838.0,3.0,price
18720,1.0,2999.0,1.0,price
34949,3.0,3732.0,3.0,price
29846,2.0,2698.0,2.0,price
52345,3.0,3057.0,3.0,price
49419,3.0,3024.0,6.0,price
85231,2.0,2606.0,2.0,price
106858,11.0,3724.0,15.0,price
106051,3.0,3475.0,3.0,price
43265,2.0,2898.0,2.0,price
34000,3.0,6514.0,6.0,price
82921,1.0,2599.0,1.0,price
64423,7.0,3045.0,7.0,price
43612,2.0,3956.0,4.0,price
79470,1.0,2999.0,1.0,price
81642,2.0,2679.0,2.0,price
80647,1.0,19999.0,1.0,price
65335,1.0,3099.0,1.0,price
25989,5.0,3291.0,6.0,price
24139,2.0,3104.0,2.0,price
67614,1.0,2599.0,1.0,price
91097,12.0,5926.0,17.0,price
99661,2.0,8670.0,2.0,price
65995,3.0,3124.0,4.0,price
20079,1.0,8999.0,1.0,price
61211,1.0,3299.0,1.0,price
110325,4.0,4089.0,4.0,price
44722,3.0,3457.0,3.0,price
111238,1.0,2700.0,1.0,price
91065,3.0,3168.0,3.0,price
104969,4.0,3246.0,4.0,price
54842,2.0,4197.0,3.0,price
24908,1.0,2995.0,1.0,price
31593,2.0,3274.0,2.0,price
1753,6.0,2631.0,7.0,price
27153,9.0,3922.0,10.0,price
107826,3.0,4160.0,3.0,price
26240,2.0,2624.0,2.0,price
114239,2.0,2748.0,2.0,price
71765,1.0,3299.0,1.0,price
34071,3.0,3347.0,3.0,price
42413,1.0,2699.0,1.0,price
21992,6.0,4227.0,9.0,price
11110,2.0,2799.0,2.0,price
65721,1.0,2999.0,1.0,price
55274,1.0,4398.0,2.0,price
85909,2.0,2606.0,2.0,price
62533,1.0,2599.0,1.0,price
67003,1.0,2599.0,1.0,price
107703,2.0,3587.0,3.0,price
80615,1.0,2799.0,1.0,price
113596,2.0,2684.0,2.0,price
37561,3.0,4047.0,3.0,price
113821,2.0,4006.0,2.0,price
41021,3.0,2923.0,3.0,price
37093,4.0,3749.0,5.0,price
9642,2.0,2649.0,2.0,price
70541,1.0,3299.0,1.0,price
80405,4.0,3065.0,4.0,price
21920,2.0,2999.0,2.0,price
3744,4.0,3697.0,4.0,price
81453,1.0,5097.0,3.0,price
59380,1.0,2599.0,1.0,price
36678,1.0,4398.0,2.0,price
36644,1.0,3599.0,1.0,price
68282,1.0,2599.0,1.0,price
65948,1.0,2898.0,2.0,price
76509,4.0,3996.0,4.0,price
94350,2.0,3078.0,2.0,price
106088,2.0,2899.0,2.0,price
69845,2.0,3498.0,2.0,price
111897,2.0,2821.0,2.0,price
56817,1.0,3299.0,1.0,price
8277,2.0,2647.0,2.0,price
65451,1.0,5499.0,1.0,price
53126,1.0,3599.0,1.0,price
90097,2.0,2698.0,2.0,price
88528,4.0,2682.0,4.0,price
42503,2.0,3624.0,2.0,price
77221,3.0,2690.0,3.0,price
6798,5.0,4698.0,5.0,price
86780,1.0,2599.0,1.0,price
69631,2.0,2839.0,2.0,price
26767,4.0,3146.0,4.0,price
65413,1.0,2999.0,1.0,price
14174,1.0,3999.0,1.0,price
41845,3.0,3427.0,4.0,price
7986,3.0,4898.0,3.0,price
80107,2.0,2610.0,2.0,price
94164,1.0,2898.0,2.0,price
74766,1.0,2629.0,1.0,price
1387,2.0,3999.0,2.0,price
5265,20.0,3391.0,23.0,price
16480,2.0,2999.0,2.0,price
48217,2.0,4448.0,2.0,price
649,2.0,3247.0,3.0,price
79335,2.0,2905.0,3.0,price
44670,1.0,2599.0,1.0,price
104808,2.0,4054.0,2.0,price
102479,2.0,2698.0,2.0,price
87272,1.0,2599.0,1.0,price
45061,1.0,3299.0,1.0,price
47529,2.0,4499.0,2.0,price
105281,2.0,3039.0,2.0,price
92337,1.0,4999.0,1.0,price
12224,1.0,3999.0,1.0,price
84115,1.0,2599.0,1.0,price
95512,1.0,2599.0,1.0,price
59733,2.0,2679.0,2.0,price
94989,4.0,2692.0,4.0,price
17012,1.0,2998.0,2.0,price
17863,2.0,2699.0,2.0,price
39326,1.0,3749.0,1.0,price
91705,2.0,2606.0,2.0,price
60185,2.0,3348.0,2.0,price
58139,1.0,2599.0,1.0,price
109550,3.0,2736.0,4.0,price
88774,3.0,3447.0,3.0,price
61263,1.0,2599.0,1.0,price
43296,2.0,2999.0,2.0,price
82369,1.0,4999.0,1.0,price
111524,2.0,2728.0,2.0,price
63374,2.0,3448.0,2.0,price
77557,3.0,5000.0,4.0,price
80643,1.0,2599.0,1.0,price
11825,3.0,2904.0,3.0,price
42497,2.0,3639.0,2.0,price
12909,1.0,4098.0,2.0,price
58591,2.0,4398.0,2.0,price
66751,2.0,2679.0,2.0,price
67611,2.0,2606.0,2.0,price
107017,2.0,2600.0,3.0,price
100442,2.0,4012.0,2.0,price
112047,1.0,2595.0,1.0,price
27059,4.0,3235.0,5.0,price
114102,1.0,2599.0,1.0,price
3545,3.0,2749.0,3.0,price
5635,3.0,2748.0,3.0,price
66645,2.0,2619.0,2.0,price
103916,2.0,2698.0,2.0,price
21378,1.0,2898.0,2.0,price
32938,5.0,3692.0,8.0,price
88368,1.0,2799.0,1.0,price
33656,3.0,3066.0,3.0,price
37032,2.0,3624.0,2.0,price
52291,2.0,2798.0,2.0,price
86932,2.0,2610.0,2.0,price
55401,5.0,2848.0,5.0,price
43034,1.0,3999.0,1.0,price
49778,1.0,2899.0,1.0,price
115294,2.0,3398.0,2.0,price
83926,1.0,6895.0,1.0,price
71032,2.0,3519.0,2.0,price
15523,3.0,2722.0,3.0,price
76839,2.0,3039.0,2.0,price
83358,3.0,3008.0,3.0,price
48408,2.0,3497.0,3.0,price
47720,2.0,8798.0,2.0,price
58466,2.0,3748.0,2.0,price
63405,3.0,3323.0,3.0,price
108523,1.0,2595.0,1.0,price
66472,1.0,2999.0,1.0,price
84463,1.0,2599.0,1.0,price
28755,1.0,4499.0,1.0,price
95107,2.0,3148.0,2.0,price
18371,1.0,2699.0,1.0,price
43145,2.0,3512.0,2.0,price
27292,1.0,3499.0,1.0,price
41174,3.0,3693.0,3.0,price
98531,15.0,5215.0,17.0,price
73824,3.0,3159.0,3.0,price
64777,1.0,3999.0,1.0,price
55871,1.0,3499.0,1.0,price
92714,3.0,3727.0,3.0,price
50758,3.0,3094.0,3.0,price
101380,5.0,2645.0,5.0,price
98685,5.0,5749.0,7.0,price
30634,1.0,3499.0,1.0,price
83768,2.0,2679.0,2.0,price
36162,1.0,4299.0,1.0,price
34536,4.0,3046.0,4.0,price
38756,2.0,3639.0,2.0,price
82148,2.0,2606.0,2.0,price
108029,2.0,4784.0,2.0,price
30499,17.0,3645.0,28.0,price
79100,1.0,3999.0,1.0,price
114847,4.0,3772.0,4.0,price
111323,2.0,2606.0,2.0,price
114247,1.0,2599.0,1.0,price
53535,2.0,3305.0,3.0,price
83076,2.0,3199.0,2.0,price
88820,1.0,2599.0,1.0,price
14009,5.0,3845.0,5.0,price
61003,3.0,3399.0,3.0,price
106823,4.0,2643.0,4.0,price
51515,3.0,3755.0,3.0,price
86020,4.0,3575.0,5.0,price
93593,4.0,6018.0,4.0,price
34866,1.0,2799.0,1.0,price
114907,1.0,2998.0,2.0,price
67635,2.0,2616.0,2.0,price
1518,1.0,2649.0,1.0,price
59576,4.0,2765.0,4.0,price
48165,6.0,3175.0,6.0,price
57330,2.0,3014.0,2.0,price
9930,4.0,3147.0,4.0,price
101106,2.0,3398.0,2.0,price
86810,3.0,2897.0,3.0,price
32699,2.0,3748.0,2.0,price
1978,4.0,3697.0,4.0,price
85074,1.0,2599.0,1.0,price
99536,1.0,2999.0,1.0,price
35376,3.0,4684.0,3.0,price
24880,1.0,3499.0,1.0,price
58998,3.0,2690.0,3.0,price
112174,1.0,2599.0,1.0,price
104530,2.0,2798.0,2.0,price
72733,3.0,2696.0,3.0,price
107395,1.0,2899.0,1.0,price
26605,1.0,2699.0,1.0,price
91530,2.0,2610.0,2.0,price
81336,1.0,3299.0,1.0,price
61108,2.0,3319.0,2.0,price
27378,2.0,3597.0,3.0,price
2398,3.0,2798.0,3.0,price
93032,1.0,2598.0,2.0,price
79227,1.0,2999.0,1.0,price
92395,1.0,2599.0,1.0,price
33472,2.0,3798.0,2.0,price
113923,3.0,4041.0,3.0,price
479,1.0,3999.0,1.0,price
41445,3.0,3014.0,3.0,price
86581,2.0,4318.0,2.0,price
6212,2.0,2599.0,2.0,price
99162,1.0,3349.0,1.0,price
79471,1.0,2849.0,1.0,price
7129,2.0,2806.0,2.0,price
49470,2.0,2698.0,2.0,price
91776,1.0,6499.0,1.0,price
43388,2.0,4598.0,2.0,price
100011,2.0,4006.0,2.0,price
104853,2.0,2663.0,2.0,price
103291,2.0,2919.0,2.0,price
59605,4.0,3951.0,5.0,price
87085,1.0,2999.0,1.0,price
95658,1.0,5299.0,1.0,price
71528,1.0,3299.0,1.0,price
66218,3.0,3247.0,3.0,price
1289,3.0,3647.0,4.0,price
12544,5.0,3827.0,6.0,price
106104,17.0,3110.0,32.0,price
88929,3.0,3023.0,3.0,price
58600,2.0,3306.0,2.0,price
60607,1.0,2599.0,1.0,price
41764,1.0,5449.0,1.0,price
38394,2.0,2590.0,2.0,price
71821,2.0,3098.0,2.0,price
94486,1.0,5299.0,1.0,price
69881,2.0,2849.0,2.0,price
82710,1.0,2599.0,1.0,price
81375,4.0,2761.0,4.0,price
41805,4.0,3347.0,5.0,price
34839,3.0,2639.0,3.0,price
86812,3.0,4756.0,4.0,price
108055,6.0,3019.0,11.0,price
77854,2.0,4149.0,2.0,price
9352,3.0,3798.0,3.0,price
83883,3.0,2686.0,3.0,price
98658,1.0,2595.0,1.0,price
104710,2.0,2909.0,2.0,price
20496,7.0,2940.0,8.0,price
64510,3.0,3349.0,3.0,price
71944,3.0,2690.0,3.0,price
62601,3.0,2696.0,3.0,price
30982,2.0,2728.0,2.0,price
75114,2.0,3139.0,2.0,price
25850,2.0,3839.0,2.0,price
31377,3.0,5427.0,3.0,price
105180,1.0,2699.0,1.0,price
81739,2.0,2606.0,2.0,price
86170,2.0,2679.0,2.0,price
5651,3.0,2598.0,3.0,price
87830,2.0,3529.0,2.0,price
53889,1.0,2999.0,1.0,price
45661,5.0,6497.0,5.0,price
112393,2.0,2606.0,2.0,price
113018,3.0,2967.0,3.0,price
72193,1.0,2699.0,1.0,price
66424,2.0,3339.0,2.0,price
18380,3.0,2847.0,3.0,price
100764,5.0,5424.0,5.0,price
22695,2.0,2848.0,2.0,price
112314,2.0,2606.0,2.0,price
84627,17.0,2819.0,37.0,price
89019,4.0,2713.0,4.0,price
78719,7.0,6686.0,9.0,price
91973,2.0,2798.0,2.0,price
83337,1.0,2849.0,1.0,price
72356,1.0,5299.0,1.0,price
102228,17.0,3255.0,18.0,price
33237,1.0,2599.0,1.0,price
104829,4.0,4556.0,6.0,price
24690,4.0,6227.0,5.0,price
73648,2.0,2606.0,2.0,price
111384,1.0,2599.0,1.0,price
112767,1.0,2899.0,1.0,price
80192,1.0,2599.0,1.0,price
115818,2.0,4098.0,2.0,price
105359,2.0,2713.0,2.0,price
59513,1.0,2599.0,1.0,price
84660,2.0,2748.0,2.0,price
89713,3.0,4743.0,3.0,price
110947,9.0,4952.0,11.0,price
76109,31.0,2826.0,25.0,price
51154,2.0,3098.0,2.0,price
77139,2.0,3139.0,2.0,price
86744,2.0,2919.0,2.0,price
87954,1.0,3799.0,1.0,price
16152,1.0,8499.0,1.0,price
93932,5.0,3794.0,5.0,price
30473,1.0,3299.0,1.0,price
39125,7.0,2639.0,7.0,price
91548,1.0,2599.0,1.0,price
46009,8.0,2803.0,8.0,price
35524,6.0,4765.0,10.0,price
56536,3.0,3390.0,3.0,price
82926,1.0,2999.0,1.0,price
90107,2.0,2606.0,2.0,price
25725,2.0,3398.0,2.0,price
105711,3.0,3287.0,3.0,price
4757,4.0,3898.0,4.0,price
16702,1.0,2699.0,1.0,price
102751,2.0,3139.0,2.0,price
111778,3.0,2690.0,3.0,price
110726,3.0,4396.0,4.0,price
